form	lemma	POS
acabat	acabar	VERB
,	,	PUNCT
Preso	prendre	VERB
la	lo	DET
courto	cort	ADJ
palho	palha	NOUN
,	,	PUNCT
La	lo	DET
mort	mòrt	NOUN
anbé	amb	ADP
sa	son	DET
dalho	dalha	NOUN
,	,	PUNCT
Disio	dire	VERB
bibat	vivat	INTJ
.	.	PUNCT
May	mai	ADV
l'	lo	DET
amic	amic	NOUN
de	de	ADP
l'	lo	DET
armo	arma	NOUN
,	,	PUNCT
A	aver	AUX
boulgut	voler	VERB
tout	tot	ADV
soulet	solet	ADJ
,	,	PUNCT
Empacha	empachar	VERB
àquelo	aquel	DET
alarmo	alarma	NOUN
É	e	CCONJ
brida	bridar	VERB
pacoulet	pacolet	NOUN
.	.	PUNCT
N29-4		
Autre	autre	ADJ
,	,	PUNCT
Nouel	noèl	NOUN
sur	sus	ADP
l'	lo	DET
aire	aire	NOUN
,	,	PUNCT
Dél	de+lo	ADP+DET
Rey	rei	PROPN
,	,	PUNCT
autrement	@french	FM
vous	@french	FM
qui	@french	FM
allez	@french	FM
contre	@french	FM
la	@french	FM
medissance	@french	FM
.	.	PUNCT
sa	çai	ADV
sa	son	DET
moundis	mondin	NOUN
,	,	PUNCT
Courran	córrer	VERB
toutis	tot	PRON
en	en	ADP
troupo	tropa	NOUN
Bese	véser	VERB
l'	lo	DET
efan	enfant	NOUN
que	qui	PRON
poupo	popa	NOUN
,	,	PUNCT
A	a	ADP
goutets	gotet	NOUN
le	lo	DET
lait	lach	NOUN
piusel	piucèl	ADJ
,	,	PUNCT
D'	de	ADP
un	un	DET
ce	sen	NOUN
blanc	blanc	ADJ
é	e	CCONJ
noubel	novèl	ADJ
,	,	PUNCT
Aquel	aquel	DET
bel	bèl	ADJ
toustounet	tostonet	NOUN
,	,	PUNCT
sa	son	DET
Maireto	maireta	NOUN
ly	el	PRON
ten	tenir	VERB
le	lo	DET
siu	sieu	ADJ
penet	penet	NOUN
,	,	PUNCT
É	e	CCONJ
ly	el	PRON
fa	far	VERB
mant	mant	DET
un	un	DET
poutet	potet	NOUN
,	,	PUNCT
El	el	PRON
toco	tocar	VERB
la	lo	DET
poupeto	popeta	NOUN
,	,	PUNCT
De	de	ADP
la	lo	DET
siu	sieu	ADJ
caro	car	ADJ
Maireto	maireta	NOUN
Aquo’	aquò	PRON
s	èsser	AUX
ta	tant	ADV
dous	doç	ADJ
,	,	PUNCT
Que	que	SCONJ
se	el	PRON
beben	beure	VERB
de	de	ADP
plase	plaser	VERB
toutis	tot	DET
dous	18	PRON
,	,	PUNCT
Almiei	a+lo+mièg	ADV
dél	de+lo	ADP+DET
tor	tòr	NOUN
,	,	PUNCT
Qui	qui	PRON
nou	non	ADV
n'	non	ADV
a	aver	VERB
mal	mal	NOUN
de	de	ADP
cor	còr	NOUN
De	de	ADP
bese	véser	VERB
le	lo	DET
paure	paure	ADJ
équipatge	equipatge	NOUN
,	,	PUNCT
D'	de	ADP
aquel	aquel	DET
qu'	qui	PRON
a	aver	AUX
fait	far	VERB
l'	lo	DET
argen	argent	NOUN
é	e	CCONJ
l'	lo	DET
or	aur	NOUN
Anen	anar	VERB
éfans	enfant	NOUN
équipen	equipar	VERB
nostro	nòstre	DET
bando	banda	NOUN
,	,	PUNCT
Per	per	ADP
ana	anar	VERB
fa	far	VERB
l'	lo	DET
oufrando	ofranda	NOUN
,	,	PUNCT
Al	a+lo	ADP+DET
toustounet	tostonet	NOUN
qu'	qui	PRON
es	èsser	AUX
nascut	nàisser	VERB
,	,	PUNCT
Per	per	ADP
nous	nos	PRON
douna	donar	VERB
salut	salut	NOUN
,	,	PUNCT
Daydé	Daidièr	PROPN
que'	qui	PRON
s	èsser	AUX
boun	bon	ADJ
éfan	enfant	NOUN
,	,	PUNCT
s'	el	PRON
abansara	avançar	VERB
proumie	prumièr	ADJ
pei	puèi	ADV
seguiran	seguir	VERB
,	,	PUNCT
D'	de	ADP
efantous	enfanton	NOUN
que	qui	PRON
cantaran	cantar	VERB
,	,	PUNCT
Laquelho	Laquelha	PROPN
,	,	PUNCT
toulza	tolosan	ADJ
,	,	PUNCT
gendre	gendre	NOUN
,	,	PUNCT
Coulounios	Colonias	PROPN
,	,	PUNCT
que	qui	PRON
n'	non	ADV
es	èsser	AUX
pas	pas	ADV
mendre	mendre	ADJ
,	,	PUNCT
Passionat	passionar	VERB
,	,	PUNCT
De	de	ADP
bese	véser	VERB
le	lo	DET
Toustou	toston	PROPN
dan	amb	ADP
bouysounat	boisonar	VERB
,	,	PUNCT
Marti	Martin	PROPN
,	,	PUNCT
bordos	bòrda	NOUN
,	,	PUNCT
anbe	amb	ADP
routie	rotièr	NOUN
,	,	PUNCT
Crouchet	crochet	NOUN
dan	amb	ADP
be	ben	ADV
da		X
mie		X
,	,	PUNCT
Andriu	Andrèu	PROPN
,	,	PUNCT
Marsal	Marçal	PROPN
,	,	PUNCT
faran	far	VERB
Musiquo	musica	NOUN
,	,	PUNCT
sera	èsser	AUX
le	lo	DET
counsert	concèrt	NOUN
tout	tot	ADV
entié	entièr	ADJ
.	.	PUNCT
Aquel	aquel	DET
Toustou	toston	PROPN
,	,	PUNCT
Moundis	mondin	PROPN
,	,	PUNCT
dins	dins	ADP
sa	son	DET
misero	misèra	NOUN
,	,	PUNCT
Nous	nos	PRON
mostro	mostrar	VERB
la	lo	DET
pauriero	paurièra	NOUN
,	,	PUNCT
Que	qui	PRON
nous	nos	PRON
à	aver	VERB
ben	ben	ADV
cado	cada	DET
jour	jorn	NOUN
,	,	PUNCT
É	e	CCONJ
qu'	qui	PRON
a	aver	VERB
ta	tant	ADV
bel	bèl	ADJ
retour	retorn	NOUN
,	,	PUNCT
s'	se	SCONJ
el	el	PRON
patis	patir	VERB
per	per	ADP
nous	nos	PRON
aus	autre	ADJ
,	,	PUNCT
Efantets	enfantet	NOUN
,	,	PUNCT
nou	non	ADV
sion	èsser	AUX
jamai	jamai	ADV
en	en	ADP
repaus	repaus	NOUN
,	,	PUNCT
Quiten	quitar	VERB
tout	tot	DET
maubes	maubès	ADJ
prepaus	prepaus	NOUN
Que	que	SCONJ
nostres	nòstre	DET
cors	còr	NOUN
jouyouses	joiós	ADJ
,	,	PUNCT
Le	el	PRON
lausen	lausar	VERB
seren	èsser	AUX
urouses	urós	ADJ
,	,	PUNCT
Car	car	CCONJ
el	el	PRON
pot	poder	VERB
,	,	PUNCT
Nous	nos	PRON
atterra	aterrar	VERB
quan	quand	SCONJ
ly	el	PRON
play	plaire	VERB
dins	dins	ADP
le	lo	DET
clot	clòt	NOUN
,	,	PUNCT
May	mai	ADV
soun	son	DET
amour	amor	NOUN
es	èsser	AUX
ta	tant	ADV
debin	divin	ADJ
,	,	PUNCT
Que	que	SCONJ
dins	dins	ADP
un	un	DET
biel	vièlh	ADJ
coufin	cofin	NOUN
,	,	PUNCT
D'	de	ADP
Establas	establàs	NOUN
a	aver	AUX
pres	prendre	VERB
sa	son	DET
demoro	demòra	NOUN
,	,	PUNCT
sense	sens	ADP
se	el	PRON
prene	prendre	VERB
plus	pus	ADV
gran	grand	ADJ
trin	tren	NOUN
.	.	PUNCT
N29-5		
Autre	autre	ADJ
Noüel	noèl	NOUN
sur	sus	ADP
l'	lo	DET
aire	aire	NOUN
,	,	PUNCT
Jou	ieu	PRON
cresio	créser	VERB
Pastourelletto	pastorelet	NOUN
.	.	PUNCT
Un	un	DET
bres	brèç	NOUN
servis	servir	VERB
de	de	ADP
demoro	demòra	NOUN
,	,	PUNCT
Al	a+lo	ADP+DET
soulel	solelh	NOUN
de	de	ADP
Paradis	paradís	PROPN
,	,	PUNCT
Anen	anar	VERB
bese	véser	VERB
àquelo	aquel	DET
Auroro	auròra	NOUN
,	,	PUNCT
bis	bis	ADV
.	.	PUNCT
Qu'	qui	PRON
à	a	ADP
mieio	mièg	ADJ
neit	nuèch	NOUN
resplandis	resplandir	VERB
.	.	PUNCT
sa	son	DET
bertut	vertut	NOUN
surpasso	surpassar	VERB
l'	lo	DET
osquo	òsca	NOUN
A	aver	VERB
tout	tot	DET
so	çò	PRON
que	qui	PRON
y'	i	PRON
à	aver	VERB
de	de	ADP
bel	bèl	ADJ
;	;	PUNCT
Qui	qui	PRON
nou	non	ADV
fa	far	VERB
tout	tot	DET
so	çò	PRON
que	qui	PRON
posquo	poder	VERB
,	,	PUNCT
bis	bis	ADV
.	.	PUNCT
Nou	non	ADV
bol	voler	VERB
pas	pas	ADV
gaigna	ganhar	VERB
le	lo	DET
Cel	cèl	PROPN
.	.	PUNCT
Aquel	aquel	DET
Diu	Dieu	PROPN
ple	plen	ADJ
d'	de	ADP
amouretto	amoreta	NOUN
,	,	PUNCT
La	lo	DET
Bierges	verge	PROPN
le	el	PRON
ten	tenir	VERB
sul	sus+lo	ADP+DET
bras	braç	NOUN
,	,	PUNCT
Tout	tot	ADV
nudet	nudet	ADJ
sense	sens	ADP
pernetto	perneta	NOUN
bis	bis	ADV
.	.	PUNCT
Ambe	amb	ADP
le	lo	DET
tens	temps	NOUN
ple	plen	ADJ
de	de	ADP
glas	glaç	NOUN
.	.	PUNCT
Anen	anar	VERB
dounc	donc	ADV
jantios	gentil	ADJ
Pastouros	pastor	NOUN
,	,	PUNCT
Oufrisquan	ofrir	VERB
ly	el	PRON
nostres	nòstre	DET
bes	ben	NOUN
,	,	PUNCT
Nostre	nòstre	DET
cor	còr	NOUN
à	a	ADP
toutos	tot	DET
ouros	ora	NOUN
,	,	PUNCT
Aquel	aquel	DET
tresor	tresòr	NOUN
ly	el	PRON
es	èsser	AUX
proumes	prometre	VERB
.	.	PUNCT
N29-6		
Autre	autre	ADJ
,	,	PUNCT
Noüél	noèl	NOUN
sur	sus	ADP
l'	lo	DET
aire	aire	NOUN
,	,	PUNCT
Beuons	@french	FM
à	a	ADP
nous	nos	PRON
quatre	@french	FM
,	,	PUNCT
chacun	@french	FM
quatre	@french	FM
coups	còp	NOUN
.	.	PUNCT
autrement	@french	FM
,	,	PUNCT
de	de	ADP
nostre	nòstre	DET
caballe	cabal	NOUN
chassons	@french	FM
le	@french	FM
soussy	@french	FM
.	.	PUNCT
sa	son	DET
rejoüissensso	rejoïsséncia	NOUN
,	,	PUNCT
Glorio	glòria	NOUN
dins	dins	ADP
le	lo	DET
sel	cèl	NOUN
,	,	PUNCT
N'	non	ADV
aujets	ausir	VERB
pas	pas	ADV
que	que	SCONJ
dits	dire	VERB
l'	lo	DET
Angel	àngel	NOUN
,	,	PUNCT
Qu'	que	SCONJ
ajan	aver	VERB
couneisensso	coneissença	NOUN
,	,	PUNCT
De	de	ADP
so	çò	PRON
de	de	ADP
plus	pus	ADV
bel	bèl	ADJ
.	.	PUNCT
Deja	dejà	ADV
la	lo	DET
troumpetto	trompeta	NOUN
,	,	PUNCT
A	aver	AUX
sounat	sonar	VERB
per	per	ADP
tout	tot	PRON
,	,	PUNCT
E	e	CCONJ
l'	lo	DET
Ange	àngel	NOUN
à	aver	AUX
dit	dire	VERB
dins	dins	ADP
un	un	DET
mout	mot	NOUN
,	,	PUNCT
Joyo	jòia	NOUN
à	a	ADP
la	lo	DET
mayreto	maireta	NOUN
,	,	PUNCT
Qu'	qui	PRON
es	èsser	AUX
causo	causa	NOUN
de	de	ADP
tout	tot	PRON
.	.	PUNCT
D'	de	ADP
abe	aver	VERB
mes	metre	VERB
al	a+lo	ADP+DET
mounde	monde	NOUN
,	,	PUNCT
Aquel	aquel	DET
Toustounet	tostonet	PROPN
,	,	PUNCT
Qu'	qui	PRON
es	èsser	AUX
le	lo	DET
mestre	mèstre	NOUN
tout	tot	ADV
soulet	solet	ADJ
,	,	PUNCT
Tout	tot	PRON
qual	caler	VERB
que	que	SCONJ
ly	el	PRON
abounde	abondar	VERB
,	,	PUNCT
Paire	paire	PROPN
au	el	PRON
permet	permetre	VERB
.	.	PUNCT
N29-7		
Autre	autre	ADJ
Noüél	noèl	NOUN
,	,	PUNCT
sur	sus	ADP
l'	lo	DET
aire	aire	NOUN
,	,	PUNCT
Dél	de+lo	ADP+DET
Codo	Codon	PROPN
,	,	PUNCT
ou	o	CCONJ
autrement	@french	FM
,	,	PUNCT
Ton		X
leron-ton		X
ton		X
.	.	PUNCT
etc	etc	X
.	.	PUNCT
Aro	ara	ADV
pouden	poder	VERB
dire	dire	VERB
bibat	vivat	INTJ
é	e	CCONJ
Glorio	glòria	NOUN
,	,	PUNCT
Al	a+lo	ADP+DET
Rey	rei	PROPN
dél	de+lo	ADP+DET
Cél	cèl	PROPN
d'	de	ADP
un	un	DET
agreable	agreable	ADJ
toun	ton	NOUN
,	,	PUNCT
De	de	ADP
nous	nos	PRON
à	aver	AUX
be	ben	ADV
pourtado	portar	VERB
la	lo	DET
Victorio	victòria	NOUN
,	,	PUNCT
Contro	contra	ADP
satan	Satan	PROPN
prest	prèst	ADJ
à	a	ADP
nous	nos	PRON
fa	far	VERB
l'	lo	DET
afroun	afront	NOUN
,	,	PUNCT
Ton		X
leron-ton		X
ton		X
.	.	PUNCT
Aquel	aquel	DET
Toustou	toston	PROPN
nous	nos	PRON
a	aver	AUX
fait	far	VERB
tant	tant	ADV
de	de	ADP
grassio	gràcia	NOUN
,	,	PUNCT
Danbe	amb	ADP
les	lo	DET
souens	soèn	NOUN
d'	de	ADP
un	un	DET
home	òme	NOUN
de	de	ADP
renon	renom	NOUN
,	,	PUNCT
Que	que	SCONJ
le	lo	DET
Canal	canal	NOUN
dubert	dobrir	VERB
à	a	ADP
nostro	nòstre	DET
facio	fàcia	NOUN
;	;	PUNCT
Fa	far	VERB
qu'	que	SCONJ
augissen	ausir	VERB
le	lo	DET
parrapatapoun	parratapon	NOUN
,	,	PUNCT
Ton		X
leron-ton		X
ton		X
.	.	PUNCT
Aquel	aquel	DET
Moussur	monsur	NOUN
fara	far	VERB
qu'	que	SCONJ
a	a	ADP
nostro	nòstre	DET
Billo	vila	NOUN
,	,	PUNCT
L'	lo	DET
or	aur	NOUN
é	e	CCONJ
l'	lo	DET
argen	argent	NOUN
seran	èsser	VERB
à	a	ADP
l'	lo	DET
abandoun	abandon	NOUN
.	.	PUNCT
Car	car	CCONJ
on	òm	PRON
n'	non	ADV
y	i	PRON
bey	véser	VERB
presque	presque	SCONJ
ni	ni	CCONJ
crouts	crotz	NOUN
ni	ni	CCONJ
pillo	pila	NOUN
.	.	PUNCT
May	mai	ADV
d'	de	ADP
aro	ara	ADV
en	en	ADP
la	lai	ADV
toutis	tot	PRON
faren	far	VERB
boun	bon	ADJ
soun	son	NOUN
,	,	PUNCT
Ton		X
leron-ton		X
ton		X
.	.	PUNCT
Toustou	toston	PROPN
dél	de+lo	ADP+DET
bres	brèç	NOUN
may	mai	ADV
bostro	vòstre	DET
caro	car	ADJ
Maire	maire	NOUN
.	.	PUNCT
Que	que	SCONJ
lausat	lausar	VERB
sio	èsser	AUX
pertout	pertot	ADV
le	lo	DET
bostro	vòstre	ADJ
nom	nom	NOUN
,	,	PUNCT
Fasets	far	VERB
que	que	SCONJ
nous	nos	PRON
pousquan	poder	VERB
ses	sens	ADP
tarda	tardar	VERB
gaire	gaire	ADV
,	,	PUNCT
Bese'	véser	VERB
l	el	PRON
trafic	trafic	NOUN
d'	de	ADP
el	el	PRON
Canal	canal	NOUN
cado	cada	DET
joun	jorn	NOUN
,	,	PUNCT
Ton		X
leronton		X
ton		X
.	.	PUNCT
N30-1		
NOUEL	noèl	NOUN
,	,	PUNCT
sur	sus	ADP
l'	lo	DET
aire	aire	NOUN
,	,	PUNCT
Aquelo	aquel	DET
estelo	estèla	NOUN
desirado	desirar	VERB
,	,	PUNCT
etc	etc	X
.	.	PUNCT
Toustou	toston	PROPN
divin	divin	ADJ
,	,	PUNCT
Efan	enfant	NOUN
aymable	aimable	ADJ
,	,	PUNCT
Plé	plen	ADJ
de	de	ADP
bountat	bontat	NOUN
,	,	PUNCT
et	e	CCONJ
de	de	ADP
fabou	favor	NOUN
,	,	PUNCT
se	se	SCONJ
bouliots	voler	VERB
naisse	nàisser	VERB
en	en	ADP
un	un	DET
estable	estable	NOUN
Que	que	SCONJ
nou'	non	ADV
n	en	PRON
preniots	prendre	VERB
aumens	a+lo+mens	ADV
un	un	DET
bou	bon	ADJ
?	?	PUNCT
Noun	non	ADV
pas	pas	ADV
cambia	cambiar	VERB
de	de	ADP
raço	raça	NOUN
Dins	dins	ADP
une	un	DET
maisou	maison	NOUN
basso	bas	ADJ
Qui	qui	PRON
plau	plòure	VERB
coum'	coma	ADV
à	a	ADP
la	lo	DET
plaço	plaça	NOUN
.	.	PUNCT
A	a	ADP
bostre	vòstre	DET
oustal	ostal	NOUN
sense	sens	ADP
cuberto	cobèrta	NOUN
Las	lo	DET
estatjos	estatge	NOUN
nou	non	ADV
peson	pesar	VERB
poun	ponch	ADV
,	,	PUNCT
L'	lo	PRON
on	òm	PRON
trobo	trobar	VERB
toutjour	totjorn	ADV
porto	pòrta	NOUN
uberto	obrir	VERB
De	de	ADP
cado	cada	DET
coustat	costat	NOUN
que	qui	PRON
respoun	respondre	VERB
;	;	PUNCT
Aqui	aquí	ADV
le	lo	DET
ben	vent	NOUN
de	de	ADP
bizo	bisa	NOUN
Traucario	traucar	VERB
la	lo	DET
camizo	camisa	NOUN
,	,	PUNCT
Le	lo	DET
drap	drap	NOUN
,	,	PUNCT
à	a	ADP
may	mai	ADV
la	lo	DET
frizo	frisa	NOUN
.	.	PUNCT
Le	lo	DET
pilié	pilièr	NOUN
qu'	qui	PRON
à	a	ADP
may	mai	ADV
de	de	ADP
tengude	tenir	VERB
Uno	un	DET
fendasso	fendassa	NOUN
le	el	PRON
partis	partir	VERB
,	,	PUNCT
Per	per	ADP
la	lo	DET
paret	paret	NOUN
,	,	PUNCT
s’	el	PRON
es	èsser	AUX
courroumpude	corrompre	VERB
A	a	ADP
fa	far	VERB
le	lo	DET
mestié	mestièr	NOUN
de	de	ADP
tourtis	tortís	NOUN
,	,	PUNCT
E	e	CCONJ
la	lo	DET
quiti	quite	ADJ
teulado	teulat	NOUN
s'	el	PRON
es	èsser	AUX
touto	tot	ADV
cussounado	cussonar	VERB
De	de	ADP
poou	paur	NOUN
d’	de	ADP
estre	èsser	AUX
panado	panar	VERB
.	.	PUNCT
Le	lo	DET
pasimen	pasiment	NOUN
es	èsser	AUX
fayt	far	VERB
de	de	ADP
pailho	palha	NOUN
,	,	PUNCT
La	lo	DET
fusto	fusta	NOUN
es	èsser	AUX
lasso	las	ADJ
de	de	ADP
serba	èsser	VERB
,	,	PUNCT
Nou	non	ADV
y	i	PRON
a	aver	VERB
qu'	que	ADV
un	un	DET
troussas	troçàs	NOUN
de	de	ADP
murailho	muralha	NOUN
Que	qui	PRON
tramblo	tramblar	VERB
de	de	ADP
poou	paur	NOUN
de	de	ADP
toumba	tombar	VERB
,	,	PUNCT
E	e	CCONJ
la	lo	DET
qu'	qui	PRON
es	èsser	AUX
plus	pus	ADV
entiero	entièr	ADJ
Badailho	badalhar	NOUN
de	de	ADP
misero	misèra	NOUN
,	,	PUNCT
E	e	CCONJ
penjo	penjar	VERB
de	de	ADP
flaquiero	flaquièra	NOUN
.	.	PUNCT
Aqui	aquí	ADV
la	lo	DET
tararaigno	taranha	NOUN
cardo	cardar	VERB
De	de	ADP
sedo	seda	NOUN
per	per	ADP
fa	far	VERB
soun	son	DET
filat	filar	VERB
,	,	PUNCT
Tant	tant	ADV
que	que	SCONJ
sa	son	DET
finesso	finessa	NOUN
fa	far	VERB
gardo	garda	NOUN
Al	a+lo	ADP+DET
cap	cap	NOUN
d'	de	ADP
un	un	DET
trauc	trauc	NOUN
dissimulat	dissimular	VERB
,	,	PUNCT
E	e	CCONJ
penden	pendre	VERB
qu'	que	SCONJ
elo	el	PRON
soundo	sondar	VERB
,	,	PUNCT
Le	lo	DET
limauc	limac	NOUN
fa	far	VERB
la	lo	DET
roundo	ronda	NOUN
sus	sus	ADP
un	un	DET
tros	tròç	NOUN
de	de	ADP
couroundo	coronda	NOUN
.	.	PUNCT
Pesque	puèi+que	SCONJ
soun	son	DET
huto	huta	NOUN
es	èsser	AUX
despallado	despatlar	VERB
,	,	PUNCT
Que	que	SCONJ
le	lo	DET
ben	vent	NOUN
y	i	PRON
passo	passar	VERB
ta	tant	ADV
lis	lis	ADJ
,	,	PUNCT
E	e	CCONJ
que	que	SCONJ
su	sus	ADP
la	lo	DET
pailho	palha	NOUN
tourrado	torrar	VERB
Le	lo	DET
pauré	paure	ADJ
Efan	enfant	NOUN
fa	far	VERB
tremoulis	tremolís	NOUN
,	,	PUNCT
Fascan	far	VERB
que	que	SCONJ
cadun	cadun	PRON
dosté	dostar	VERB
sa	son	DET
frejou	frejor	NOUN
,	,	PUNCT
que	que	PRON
que	qui	PRON
costé	costar	VERB
Quan	quand	SCONJ
benguo	venir	VERB
estre	èsser	AUX
nostr'	nòstre	DET
hosté	òste	NOUN
.	.	PUNCT
N30-2		
AUTRE	autre	PRON
,	,	PUNCT
sur	sus	ADP
l'	lo	DET
ayre	aire	NOUN
,	,	PUNCT
Nous	nos	PRON
avons	@french	FM
asez	@french	FM
fait	far	VERB
la	@french	FM
guerre	@french	FM
,	,	PUNCT
le	@french	FM
noble	@french	FM
Encourt	@french	FM
nous	nos	PRON
a	@french	FM
mis	@french	FM
dans	@french	FM
Thurin	@french	FM
,	,	PUNCT
etc	etc	X
.	.	PUNCT
Adam	Adam	PROPN
quino	quin	DET
embejasso	envejassa	NOUN
aguegues	aver	VERB
,	,	PUNCT
Quino	quin	DET
razou	rason	NOUN
te	tu	PRON
fec	far	VERB
leba	levar	VERB
la	lo	DET
dén	dent	NOUN
Per	per	ADP
estre	èsser	AUX
ta	tant	ADV
gran	grand	ADJ
quan	quand	SCONJ
nasquegués	nàisser	VERB
N'	non	ADV
aguegues	aver	VERB
pas	pas	ADV
per	per	ADP
aco	aquò	PRON
may	mai	ADV
de	de	ADP
sen	sens	NOUN
De	de	ADP
tasta	tastar	VERB
d'	de	ADP
aquel	aquel	DET
frut	fruch	NOUN
dangerous	dangeirós	ADJ
Qu'	qui	PRON
a	aver	AUX
fayt	far	VERB
despey	dempuèi	ADV
le	lo	DET
mounde	monde	NOUN
malhurous	malurós	ADJ
.	.	PUNCT
M'	ieu	PRON
afatjo	afajar	VERB
quant	quand	SCONJ
es	èsser	AUX
nostre	nòstre	DET
Paire	paire	PROPN
,	,	PUNCT
E	e	CCONJ
que	que	SCONJ
per	per	ADP
tu	tu	PRON
le	lo	DET
Cel	cèl	PROPN
s’	el	PRON
es	èsser	AUX
emplegat	emplegar	VERB
,	,	PUNCT
De	de	ADP
dire	dire	VERB
qu'	que	SCONJ
eros	èsser	AUX
un	un	DET
rebaire	revaire	NOUN
,	,	PUNCT
E	e	CCONJ
qu'	que	SCONJ
abios	aver	VERB
pla	plan	ADV
le	lo	DET
cerbel	cervèl	NOUN
delougat	deslogar	VERB
De	de	ADP
tasta	tastar	VERB
d'	de	ADP
aquel	aquel	DET
frut	fruch	NOUN
dangerous	dangeirós	ADJ
Qu'	qui	PRON
a	aver	AUX
fayt	far	VERB
despey	dempuèi	ADV
le	lo	DET
mounde	monde	NOUN
malhurous	malurós	ADJ
.	.	PUNCT
B'	ben	ADV
abios	aver	VERB
toun	ton	DET
sen	sens	NOUN
en	en	ADP
uno	un	DET
clafo	clafa	NOUN
,	,	PUNCT
E	e	CCONJ
ta	ton	DET
gourjasso	gorjassa	NOUN
,	,	PUNCT
en	en	ADP
dito	dire	VERB
des	de+lo	ADP+DET
bezis	vesin	NOUN
.	.	PUNCT
Te	tu	PRON
fassio	far	VERB
be	ben	ADV
pla	plan	ADV
tifo	tifa	NOUN
,	,	PUNCT
tafo	tafa	NOUN
,	,	PUNCT
E	e	CCONJ
calio	caler	VERB
bé	ben	ADV
qu'	que	SCONJ
el	el	PRON
grezié	gresièr	NOUN
te	tu	PRON
pruzis	prusir	VERB
De	de	ADP
tasta	tastar	VERB
d'	de	ADP
aquel	aquel	DET
frut	fruch	NOUN
dangerous	dangeirós	ADJ
Qu'	qui	PRON
a	aver	AUX
fayt	far	VERB
despey	dempuèi	ADV
le	lo	DET
mounde	monde	NOUN
malhurous	malurós	ADJ
.	.	PUNCT
E	e	CCONJ
tu	tu	PRON
fenno	femna	NOUN
descabestrado	descabestrar	VERB
,	,	PUNCT
Abios	aver	VERB
tu	tu	PRON
poou	paur	NOUN
que	que	SCONJ
l'	lo	DET
albre	arbre	NOUN
se	el	PRON
pouiris	poirir	VERB
?	?	PUNCT
Te	tu	PRON
calio	caler	VERB
b'	ben	ADV
estre	èsser	AUX
ta	tant	ADV
couïtado	coitar	VERB
,	,	PUNCT
E	e	CCONJ
crezios	créser	VERB
tu	tu	PRON
que	que	SCONJ
l'	lo	DET
home	òme	NOUN
se	el	PRON
nouïris	noirir	VERB
De	de	ADP
tasta	tastar	VERB
d'	de	ADP
aquel	aquel	DET
frut	fruch	NOUN
dangerous	dangeirós	ADJ
Qu'	qui	PRON
a	aver	AUX
fayt	far	VERB
despey	dempuèi	ADV
le	lo	DET
mounde	monde	NOUN
malhurous	malurós	ADJ
?	?	PUNCT
Per	per	ADP
tu	tu	PRON
dounc	donc	ADV
brabo	brave	ADJ
mainatgero	mainatgièr	ADJ
,	,	PUNCT
Que	qui	PRON
te	tu	PRON
cresios	créser	VERB
qu'	que	SCONJ
aco	aquò	PRON
fous	èsser	AUX
en	en	ADP
trufan	trufar	VERB
,	,	PUNCT
Cal	caler	VERB
qu'	que	SCONJ
uno	un	DET
Biergés	verge	NOUN
benguo	venir	VERB
mero	mèra	NOUN
E	e	CCONJ
que	que	SCONJ
soun	son	DET
Diu	Dieu	PROPN
se	el	PRON
fasco	far	VERB
soun	son	DET
Efan	enfant	NOUN
Per	per	ADP
tacha	tachar	VERB
qu'	que	SCONJ
aquel	aquel	DET
frut	fruch	NOUN
dangerous	dangeirós	ADJ
Nou	non	ADV
fasco	far	VERB
plus	pus	ADV
le	lo	DET
mounde	monde	NOUN
malhurous	malurós	ADJ
.	.	PUNCT
N30-3		
AUTRE	autre	PRON
,	,	PUNCT
sur	sus	ADP
l'	lo	DET
aire	aire	NOUN
,	,	PUNCT
Careme	Carèma	PROPN
es	èsser	AUX
mort	morir	VERB
dan	amb	ADP
sas	son	DET
biandos	vianda	NOUN
bufequos	bufèc	ADJ
,	,	PUNCT
etc	etc	X
.	.	PUNCT
Couratgé	coratge	NOUN
Efans	enfant	NOUN
la	lo	DET
guerro	guèrra	NOUN
es	èsser	AUX
acabado	acabar	VERB
,	,	PUNCT
Nostre	nòstre	DET
ennemic	enemic	NOUN
es	èsser	AUX
enfin	enfin	ADV
estounat	estonar	VERB
,	,	PUNCT
Pauré	paure	ADJ
diablas	diablàs	NOUN
tourno	tornar	VERB
manja	manjar	VERB
sibado	civada	NOUN
Dins	dins	ADP
tant	tant	ADV
de	de	ADP
cops	còp	NOUN
tu	tu	PRON
n'	non	ADV
as	aver	AUX
re	res	PRON
debinat	devinar	VERB
Per	per	ADP
n'	non	ADV
abe	aver	VERB
pas	pas	ADV
pla	plan	ADV
fayt	far	VERB
à	a	ADP
loc	luòc	NOUN
Li		X
,	,	PUNCT
li		X
,	,	PUNCT
li		X
,	,	PUNCT
li		X
La		X
,	,	PUNCT
la		X
,	,	PUNCT
la		X
,	,	PUNCT
la		X
La		X
lé	lo	DET
del	de+lo	ADP+DET
joc	jòc	NOUN
Bai	anar	VERB
-t'	tu	PRON
en	en	PRON
passa	passar	VERB
pel	per+lo	ADP+DET
foc	fuòc	NOUN
.	.	PUNCT
(	(	PUNCT
.	.	PUNCT
.	.	PUNCT
.	.	PUNCT
)	)	PUNCT
se	se	SCONJ
jamay	jamai	ADV
plus	pus	ADV
toun	ton	DET
estac	estac	NOUN
se	el	PRON
