tokens,lemma,POS
es,èsser,AUX
pas,pas,ADV
oubligat,obligar,VERB
a,a,ADP
le,lo,PRON
dressa,dressar,VERB
é,e,CCON
fourma,formar,VERB
d',de,ADP
autro,autre,DET
faiçou,faiçon,NOUN
",",",",PUNCT
que,qui,PRON
la,lo,PRON
que,qui,PRON
ly,el,PRON
semblao,semblar,VERB
may,mai,ADV
coumbenablo,convenable,ADJ
à,a,ADP
soun,son,DET
intenciu,intencion,NOUN
",",",",PUNCT
é,e,CCON
à,a,ADP
soun,son,DET
dessén,dessenh,NOUN
per,per,ADP
la,lo,DET
susdito,sus+dire,DET
fi,fin,NOUN
.,.,PUNCT
Bela,veilà,VERB
perque,perque,SCON
el,el,PRON
s',el,PRON
es,èsser,AUX
countentat,contentar,VERB
de,de,ADP
fourma,formar,VERB
",",",",PUNCT
le,lo,DET
milhou,melhor,ADV
que,qui,PRON
ly,el,PRON
es,èsser,AUX
estat,èsser,VERB
poussible,possible,ADJ
",",",",PUNCT
de,de,ADP
rimos,rima,NOUN
é,e,CCON
cadanços,cadança,NOUN
",",",",PUNCT
ambe,amb,ADP
certén,certan,DET
noumbre,nombre,NOUN
de,de,ADP
syllabos,sillaba,NOUN
",",",",PUNCT
en,en,ADP
térmes,terme,NOUN
les,lo,DET
pus,pus,ADV
coumuns,comun,ADJ
é,e,CCON
pus,pus,ADV
clars,clar,ADJ
del,de+lo,ADP+DET
lengatje,lengatge,NOUN
maternal,maternal,ADJ
:,:,PUNCT
le,lo,DET
tout,tot,PRON
courrespoundent,correspondre,VERB
à,a,ADP
l',lo,DET
ayre,aire,NOUN
",",",",PUNCT
o,o,CCON
ais,a+lo,ADP+DET
ayres,aire,NOUN
que,qui,PRON
s',el,PRON
y,i,PRON
poden,poder,VERB
acoumouda,acomodar,VERB
.,.,PUNCT
Talomen,talament,ADV
que,que,SCON
nou,non,ADV
s',el,PRON
es,èsser,AUX
pas,pas,ADV
mes,metre,VERB
en,en,ADP
peno,pena,NOUN
",",",",PUNCT
d',de,ADP
y,i,PRON
cerca,cercar,VERB
tant,tant,ADV
de,de,ADP
faiçous,faiçon,NOUN
",",",",PUNCT
(,(,PUNCT
per,per,ADP
milhou,melhor,ADV
dire,dire,VERB
),),PUNCT
coustrentos,constrencha,NOUN
",",",",PUNCT
qu',qui,PRON
oubligon,obligar,VERB
les,lo,DET
poüétos,poèta,NOUN
o,o,CCON
faseires,faseire,NOUN
de,de,ADP
bérses,vèrs,NOUN
à,a,ADP
la,lo,DET
modo,mòda,NOUN
",",",",PUNCT
segoun,segon,ADP
lai,lo,DET
maximos,maxima,NOUN
d',de,ADP
aquel,aquel,DET
art,art,NOUN
",",",",PUNCT
que,qui,PRON
diben,dever,VERB
éstre,èsser,AUX
gardados,gardar,VERB
exactomen,exactament,ADV
",",",",PUNCT
per,per,ADP
satisfa,satisfar,VERB
as,a+lo,ADP+DET
pu,pus,ADV
delicats,delicat,ADJ
esprits,esperit,NOUN
.,.,PUNCT
Coumo,coma,ADV
entr',entre,ADP
autros,autre,DET
réglos,règla,NOUN
",",",",PUNCT
la,lo,PRON
qu',qui,PRON
es,èsser,VERB
de,de,ADP
las,lo,DET
elisius,elision,NOUN
o,o,CCON
entretals,entretal,NOUN
de,de,ADP
dos,2,DET
letros,letraferit,NOUN
boucalos,vocal,ADJ
",",",",PUNCT
entre,entre,ADP
dous,2,PRON
mouts,mot,NOUN
besis,vesin,NOUN
",",",",PUNCT
al,a+lo,ADP+DET
despens,despens,NOUN
de,de,ADP
metre,metre,VERB
may,mai,ADV
de,de,ADP
syllabos,sillaba,NOUN
dins,dins,ADP+DET
le,lo,DET
bérs,vèrs,NOUN
",",",",PUNCT
é,e,CCON
atal,aital,ADV
le,lo,PRON
fa,far,VERB
pu,pus,ADV
long,long,ADJ
",",",",PUNCT
é,e,CCON
pu,pus,ADV
mal,mal,ADV
aisat,aisar,VERB
a,a,ADP
canta,cantar,VERB
;,;,PUNCT
o,o,CCON
mens,mens,ADP
expressiu,expression,NOUN
é,e,CCON
significatiu,significacion,NOUN
del,de+lo,ADP+DET
sens,sens,NOUN
pretendut,pretendre,NOUN
é,e,CCON
necessari,necessari,ADJ
:,:,PUNCT
so,çò,PRON
que,qui,PRON
seriô,èsser,VERB
prejudiciable,prejudiciable,ADJ
al,a+lo,ADP+DET
sutjét,subjèct,NOUN
",",",",PUNCT
en,en,ADP
fait,far,NOUN
de,de,ADP
rimos,rima,NOUN
que,qui,PRON
countenen,contenir,VERB
leis,lo,DET
articles,article,NOUN
de,de,ADP
la,lo,DET
Douctrino,doctrina,NOUN
de,de,ADP
Salut,salut,NOUN
.,.,PUNCT
Que,qui,PRON
que,qui,PRON
siô,èsser,VERB
de,de,ADP
l',lo,DET
oubligaciu,obligacion,NOUN
d',de,ADP
aquelis,aquel,PRON
que,qui,PRON
se,el,PRON
picon,picar,VERB
de,de,ADP
garda,gardar,VERB
las,lo,DET
maximos,maxima,NOUN
de,de,ADP
la,lo,DET
poüésio,poesia,NOUN
;,;,PUNCT
aquel,aquel,PRON
que,qui,PRON
n',non,ADV
a,aver,AUX
entrepres,entreprendre,VERB
autro,autre,DET
causo,causa,NOUN
",",",",PUNCT
sounque,sonque,ADV
de,de,ADP
fa,far,VERB
de,de,ADP
rimos,rima,NOUN
coumbenablos,convenable,ADJ
à,a,ADP
la,lo,DET
susdito,sus+dire,DET
fi,fin,NOUN
",",",",PUNCT
nou,non,ADV
s',el,PRON
es,èsser,AUX
pas,pas,ADV
cargat,cargar,VERB
d',de,ADP
aquel,aquel,DET
deute,deute,NOUN
",",",",PUNCT
ni,ni,CCON
en,en,ADP
bertut,vertut,NOUN
de,de,ADP
soun,son,DET
entrepreso,entrepresa,NOUN
",",",",PUNCT
ni,ni,CCON
en,en,ADP
bertut,vertut,NOUN
del,de+lo,ADP+DET
titre,tire,NOUN
de,de,ADP
soun,son,DET
oubratje,obratge,NOUN
.,.,PUNCT
Tan,tant,ADV
s',el,PRON
en,en,PRON
fal,faler,VERB
;,;,PUNCT
que,que,SCON
mémos,mèma,ADV
semblo,semblar,VERB
que,que,SCON
nou,non,ADV
s',el,PRON
y,i,PRON
dibiô,dever,VERB
pas,pas,ADV
estaca,estacar,VERB
",",",",PUNCT
à,a,ADP
fi,fin,NOUN
d',de,ADP
éstre,èsser,VERB
",",",",PUNCT
coumo,coma,ADV
de,de,ADP
rasou,rason,NOUN
",",",",PUNCT
en,en,ADP
libertat,libertat,NOUN
d',de,ADP
esplica,explicar,VERB
pus,pus,ADV
claromen,clarament,ADV
é,e,CCON
naibomen,naïvament,ADV
ai,a+lo,ADP+DET
simples,simple,NOUN
",",",",PUNCT
lai,lo,DET
bertats,vertat,NOUN
tant,tant,ADV
impourtantos,important,ADJ
de,de,ADP
la,lo,DET
Douctrino,doctrina,NOUN
crestiano,crestian,ADJ
.,.,PUNCT
Lei,lo,DET
sabens,saber,NOUN
se,el,PRON
pouyran,poder,VERB
soubeni,sovenir,VERB
",",",",PUNCT
de,de,ADP
la,lo,DET
maximo,maxima,NOUN
qu',qui,PRON
aprenguéen,aprendre,VERB
al,a+lo,ADP+DET
coumençomen,començament,NOUN
de,de,ADP
lours,lor,DET
estudis,estudi,NOUN
",",",",PUNCT
sur,sus,ADP
so,çò,PRON
que,qui,PRON
regardo,regardar,VERB
lai,lo,DET
Les,lo,PRON
de,de,ADP
la,lo,DET
Gramméro,grammèra,NOUN
",",",",PUNCT
que,qui,PRON
la,lo,DET
Gléyso,Glèisa,PROPN
nou,non,ADV
seguis,seguir,VERB
pas,pas,ADV
toutjoun,totjorn,ADV
.,.,PUNCT
E,e,CCON
les,lo,PRON
qu',qui,PRON
an,aver,AUX
fuilhetat,fulhetar,VERB
les,lo,DET
escrius,escriure,ADJ
de,de,ADP
la,lo,DET
flou,flor,NOUN
des,de+lo,ADP+DET
Douctous,doctor,NOUN
S,sant,ADJ
.,.,PUNCT
Augusti,Augustin,PROPN
",",",",PUNCT
pouyran,poder,VERB
abe,aver,AUX
remercat,remercar,VERB
so,çò,PRON
qu',qui,PRON
el,el,PRON
disiô,dire,VERB
un,un,DET
joun,jorn,NOUN
",",",",PUNCT
armat,armar,VERB
é,e,CCON
animat,animar,VERB
de,de,ADP
zélo,zèl,NOUN
per,per,ADP
l',lo,DET
istrucciu,instruccion,NOUN
é,e,CCON
salut,salut,NOUN
de,de,ADP
las,lo,DET
Armos,arma,NOUN
.,.,PUNCT
Be,ben,ADV
me,ieu,PRON
bal,valer,VERB
may,mai,ADV
éstre,èsser,AUX
repres,reprendre,VERB
",",",",PUNCT
Del,de+lo,ADP+DET
Grammerién,grammerien,NOUN
letroferit,letraferit,NOUN
.,.,PUNCT
Que,qui,PRON
n',non,ADV
éstr,èsser,AUX
entendut,entendre,NOUN
o,o,CCON
coumpres,comprendre,VERB
",",",",PUNCT
Del,de+lo,ADP+DET
popple,pòble,NOUN
simple,simple,ADJ
d',de,ADP
esperit,esperit,NOUN
.,.,PUNCT
Las,lo,DET
fautos,fauta,NOUN
surbengudos,survenir,VERB
en,en,ADP
qualquos,qual,DET
copios,còpia,NOUN
",",",",PUNCT
à,a,ADP
l',lo,DET
Impressiu,impression,NOUN
de,de,ADP
lai,lo,DET
Rimos,rima,NOUN
",",",",PUNCT
soun,èsser,VERB
menudos,menut,ADJ
",",",",PUNCT
e,e,CCON
aisados,aisar,ADJ
a,a,ADP
courrija,corijar,VERB
ai,a+lo,ADP+DET
Lectous,lector,NOUN
d',de,ADP
aqueste,aqueste,DET
payis,país,NOUN
.,.,PUNCT
(,(,PUNCT
.,.,PUNCT
.,.,PUNCT
.,.,PUNCT
),),PUNCT
Tabe,tanben,ADV
y,i,PRON
a,aver,VERB
qualquos,qual,DET
fautos,fauta,NOUN
laugéros,leugèr,ADJ
à,a,ADP
l',lo,DET
impressiu,impression,NOUN
deis,de+lo,ADP+DET
ayres,aire,NOUN
",",",",PUNCT
specialomen,especialament,ADV
del,de+lo,ADP+DET
segoun,segon,ADP
",",",",PUNCT
que,que,SCON
les,lo,DET
entenduts,entendre,NOUN
al,a+lo,ADP+DET
plen,plen,ADJ
cant,cant,NOUN
pouyran,poder,VERB
courrija,corrijar,VERB
.,.,PUNCT
